DESCRIPCION,CODIGO SAP,NOMBRE ITEM SAP,LINEA,VENTAS NETAS UNIDADES,VENTAS NETAS KILOS,VENTAS NETAS PESOS
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,202125
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,666750
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,4411985
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,1,3,18462
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,100889
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,1,10,83700
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,543988
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1524000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,11,214,1631963
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1183875
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,514755
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2012588
THERM 5mm METAL BLAN ROL 24.4 ,65000169,THERM 5mm METAL BLAN ROL 24.4 ,TANQUES,8,44,895675
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,790575
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,188325
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,184078
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,19,206,1543224
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,4,144,1125855
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,19,206,1840781
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,2024063
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,3129328
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,809625
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,834488
TAPA TANQUE TOPTEC 1000 L     ,T1005027410,TAPA TANQUE TOPTEC 1000 L,TANQUES,25,111,1285515
TAPA TANQUE TOPTEC 250L       ,T1005027425,TAPA TANQUE TOPTEC 250 L,TANQUES,25,50,479850
TRAMPA DE GRASAS 250 L        ,T1005009825,TRAMPA DE GRASAS 250 L,TANQUES,25,175,1878975
TANQUE SEPTICO 1000 L         ,T1005009910,TANQUE SEPTICO 1000 L,TANQUES,25,425,3234504
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,25,55,695268
FILTRO ANAEROBICO 500 L       ,T1005009950,FILTRO ANAEROBICO 500 L,TANQUES,25,250,2649465
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,25,75,507927
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,10,110,981750
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,2024063
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,6,52,444656
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1251731
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,519750
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,564975
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,718988
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,4,31,260516
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,14,262,2159850
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1030838
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,11,124,908003
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,2719938
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,239663
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,519750
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,9,167,1546256
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,13,104,837000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1524000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,981750
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,26,811,9661313
TANQUE TOPTEC 500 L           ,T1005028450,TANQUE TOPTEC 500 L,TANQUES,19,165,1405162
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,114085
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,377285
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,386957
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1178100
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,38,413,3248438
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,3681563
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,4,144,1071563
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,577500
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,981750
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,834488
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,122719
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,177863
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,44,1352,15155000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,303188
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,4,144,1000125
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,122719
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,4,31,266794
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,208622
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1133055
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,19,718,5601414
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,38,715,5735874
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1082813
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,357188
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,6,52,392344
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,9,167,1288547
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,38,715,5816869
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,108281
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,156938
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,368156
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,245438
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,177863
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,19,206,1732500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2286000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,25,208,1674000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,3927000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,36,399,2925788
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,3626585
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,433125
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1198313
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,1976438
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,6,52,434194
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2037131
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,402518
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,402518
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,404813
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,433125
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,685204
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,496927
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1161607
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,714375
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1008893
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,2719938
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,4417875
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,714375
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,541406
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,76,635,5105700
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,357188
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,441788
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,519750
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,188325
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1145038
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,1980248
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,2912852
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,1,62,711875
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,577500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,25,275,2057633
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1928893
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1138541
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,150,2859,23220351
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,100,833,6528600
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,736313
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,13,479,4048125
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,533588
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2086219
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1524000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,25,208,1674000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,577500
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,13,104,837000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,1,3,31039
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,202125
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,4,144,1000125
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,515419
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,613594
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,577500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,13,479,3810000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1227188
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,404813
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,625866
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1148648
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,355163
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,589050
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,4411985
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,63,2394,18764250
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,254100
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,419100
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,184140
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,431970
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,28,524,3995723
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,368156
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,809625
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,625866
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,259875
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,662681
TAPA TANQUE TOPTEC 1000 L     ,T1005027410,TAPA TANQUE TOPTEC 1000 L,TANQUES,3,11,128552
TAPA TANQUE TOPTEC 250L       ,T1005027425,TAPA TANQUE TOPTEC 250 L,TANQUES,3,5,47985
TRAMPA DE GRASAS 250 L        ,T1005009825,TRAMPA DE GRASAS 250 L,TANQUES,3,18,187898
TANQUE SEPTICO 1000 L         ,T1005009910,TANQUE SEPTICO 1000 L,TANQUES,3,43,323450
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,3,6,69527
FILTRO ANAEROBICO 500 L       ,T1005009950,FILTRO ANAEROBICO 500 L,TANQUES,3,25,264947
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,3,8,50793
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,693000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,220894
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,25,275,2310000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,13,479,3952875
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,2945250
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,389813
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1325363
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,15,575,5029200
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,3239775
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,3,125,1423750
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,613594
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2086219
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1937729
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,714375
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,184078
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,649688
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1104469
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,31,1559,15703125
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,19,206,1602563
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,4,31,232268
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,908119
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,908119
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,534188
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,908119
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,1,62,711875
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1138541
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1138541
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,572014
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,19,718,5658564
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,31,596,4851686
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,389813
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,220894
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,259875
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,25,208,1674000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,3927000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,125,1375,11550000
TAPA TANQUE TOPTEC 1000 L     ,T1005027410,TAPA TANQUE TOPTEC 1000 L,TANQUES,13,55,642758
TAPA TANQUE TOPTEC 250L       ,T1005027425,TAPA TANQUE TOPTEC 250 L,TANQUES,13,25,239925
TRAMPA DE GRASAS 250 L        ,T1005009825,TRAMPA DE GRASAS 250 L,TANQUES,13,88,939488
TANQUE SEPTICO 1000 L         ,T1005009910,TANQUE SEPTICO 1000 L,TANQUES,13,213,1617252
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,13,28,347634
FILTRO ANAEROBICO 500 L       ,T1005009950,FILTRO ANAEROBICO 500 L,TANQUES,14,138,1457206
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,13,38,253964
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,346500
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,589050
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,10,110,924000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,552234
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,920391
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,505313
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,859031
